,customer_id,store_id,first_name,last_name,email,activebool,create_date,last_update,active,address_id,address,address2,district,postal_code,phone,last_updateaddress_id,city_id,city,last_updatecity_id,country_id,country,last_updatecountry_id
23.0,438,1,Barry,Lovelace,barry.lovelace@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,445.0,495 Bhimavaram Lane,,Maharashtra,3.0,82088937724.0,2006-02-15 09:45:30,145.0,Dongying,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,16,2,Sandra,Martin,sandra.martin@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,0,21.0,270 Toulon Boulevard,,Kalmykia,81766.0,407752414682.0,2006-02-15 09:45:30,157.0,Emeishan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,472,1,Greg,Robins,greg.robins@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,479.0,1854 Okara Boulevard,,Drenthe,42123.0,131912793873.0,2006-02-15 09:45:30,159.0,Enshi,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,527,1,Cory,Meehan,cory.meehan@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,536.0,166 Jinchang Street,,Buenos Aires,86760.0,717566026669.0,2006-02-15 09:45:30,166.0,Ezhou,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,104,1,Rita,Graham,rita.graham@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,109.0,454 Nakhon Sawan Boulevard,,Funafuti,76383.0,963887147572.0,2006-02-15 09:45:30,174.0,Fuyu,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,210,2,Ella,Oliver,ella.oliver@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,215.0,1333 Haldia Street,,Jilin,82161.0,408304391718.0,2006-02-15 09:45:30,175.0,Fuzhou,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,253,1,Terry,Carlson,terry.carlson@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,260.0,127 Iwakuni Boulevard,,Central Luzon,20777.0,987442542471.0,2006-02-15 09:45:30,193.0,Haining,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,250,2,Jo,Fowler,jo.fowler@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,255.0,1966 Tonghae Street,,Anhalt Sachsen,36481.0,567359279425.0,2006-02-15 09:45:30,199.0,Hami,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,468,1,Tim,Cary,tim.cary@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,475.0,434 Ourense (Orense) Manor,,Hodeida,14122.0,562370137426.0,2006-02-15 09:45:30,207.0,Hohhot,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,346,1,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,353.0,381 Kabul Way,,Taipei,87272.0,55477302294.0,2006-02-15 09:45:30,210.0,Huaian,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,31,2,Brenda,Wright,brenda.wright@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,36.0,176 Mandaluyong Place,,Uttar Pradesh,65213.0,627705991774.0,2006-02-15 09:45:30,240.0,Jinchang,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,172.0,475 Atinsk Way,,Gansu,59571.0,201705577290.0,2006-02-15 09:45:30,241.0,Jining,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,591,1,Kent,Arsenault,kent.arsenault@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,600.0,1837 Kaduna Parkway,,Inner Mongolia,82580.0,640843562301.0,2006-02-15 09:45:30,242.0,Jinzhou,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,588,1,Marion,Ocampo,marion.ocampo@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,597.0,32 Liaocheng Way,,Minas Gerais,1944.0,410877354933.0,2006-02-15 09:45:30,249.0,Junan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,399,1,Danny,Isom,danny.isom@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,406.0,454 Patiala Lane,,Fukushima,13496.0,794553031307.0,2006-02-15 09:45:30,277.0,Korla,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,435,2,Ricky,Shelby,ricky.shelby@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,442.0,1245 Ibirit Way,,La Romana,40926.0,331888642162.0,2006-02-15 09:45:30,291.0,Laiwu,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,116.0,793 Cam Ranh Avenue,,California,87057.0,824370924746.0,2006-02-15 09:45:30,293.0,Laohekou,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,166.0,1740 Le Mans Loop,,Pays de la Loire,22853.0,168476538960.0,2006-02-15 09:45:30,298.0,Lengshuijiang,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,265,2,Jennie,Terry,jennie.terry@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,272.0,1762 Paarl Parkway,,Hunan,53928.0,192459639410.0,2006-02-15 09:45:30,299.0,Leshan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,471,1,Dean,Sauer,dean.sauer@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,478.0,1078 Stara Zagora Drive,,Aceh,69221.0,932992626595.0,2006-02-15 09:45:30,302.0,Liaocheng,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,353,1,Jonathan,Scarborough,jonathan.scarborough@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,360.0,619 Hunuco Avenue,,Shimane,81508.0,142596392389.0,2006-02-15 09:45:30,332.0,Meixian,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,4,2,Barbara,Jones,barbara.jones@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,9.0,53 Idfu Parkway,,Nantou,42399.0,10655648674.0,2006-02-15 09:45:30,362.0,Nanyang,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,232.0,754 Valencia Place,,Phnom Penh,87911.0,594319417514.0,2006-02-15 09:45:30,407.0,Pingxiang,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,138.0,765 Southampton Drive,,al-Qalyubiya,4285.0,23712411567.0,2006-02-15 09:45:30,422.0,Qinhuangdao,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,78.0,1206 Dos Quebradas Place,,So Paulo,20207.0,241832790687.0,2006-02-15 09:45:30,432.0,Rizhao,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,352,1,Albert,Crouse,albert.crouse@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,359.0,519 Nyeri Manor,,So Paulo,37650.0,764680915323.0,2006-02-15 09:45:30,462.0,Sanya,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,189.0,927 Barcelona Street,,Chaharmahal va Bakht,65121.0,951486492670.0,2006-02-15 09:45:30,468.0,Shanwei,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,422,1,Melvin,Ellington,melvin.ellington@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,429.0,1269 Botosani Manor,,Guangdong,47394.0,736517327853.0,2006-02-15 09:45:30,469.0,Shaoguan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,290,1,Kristina,Chambers,kristina.chambers@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,297.0,1192 Tongliao Street,,Sharja,19065.0,350970907017.0,2006-02-15 09:45:30,471.0,Shenzhen,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,429,2,Frederick,Isbell,frederick.isbell@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,436.0,287 Cuautla Boulevard,,Chuquisaca,72736.0,82619513349.0,2006-02-15 09:45:30,502.0,Suihua,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,101.0,1599 Plock Drive,,Tete,71986.0,817248913162.0,2006-02-15 09:45:30,535.0,Tianjin,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,248,1,Caroline,Bowman,caroline.bowman@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,253.0,1760 Oshawa Manor,,Tianjin,38140.0,56257502250.0,2006-02-15 09:45:30,536.0,Tiefa,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,300,1,John,Farnsworth,john.farnsworth@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,307.0,1908 Gaziantep Place,,Liaoning,58979.0,108053751300.0,2006-02-15 09:45:30,537.0,Tieli,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,533,1,Jessie,Milam,jessie.milam@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,542.0,193 Bhusawal Place,,Kang-won,9750.0,745267607502.0,2006-02-15 09:45:30,540.0,Tongliao,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,274,1,Naomi,Jennings,naomi.jennings@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,281.0,1944 Bamenda Way,,Michigan,24645.0,75975221996.0,2006-02-15 09:45:30,574.0,Weifang,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,555,1,Dwight,Lombardi,dwight.lombardi@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,564.0,505 Madiun Boulevard,,Dolnoslaskie,97271.0,970638808606.0,2006-02-15 09:45:30,578.0,Xiangfan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,240,1,Marlene,Welch,marlene.welch@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,245.0,1103 Bilbays Parkway,,Hubei,87660.0,279979529227.0,2006-02-15 09:45:30,579.0,Xiangtan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,66,2,Janice,Ward,janice.ward@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,71.0,1586 Guaruj Place,,Hunan,5135.0,947233365992.0,2006-02-15 09:45:30,580.0,Xintai,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,561,2,Ian,Still,ian.still@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,570.0,415 Pune Avenue,,Shandong,44274.0,203202500108.0,2006-02-15 09:45:30,581.0,Xinxiang,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,511,1,Chester,Benner,chester.benner@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,519.0,962 Tama Loop,,,65952.0,282667506728.0,2006-02-15 09:45:30,584.0,Yantai,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,40,2,Amanda,Carter,amanda.carter@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,45.0,42 Brindisi Place,,Yerevan,16744.0,42384721397.0,2006-02-15 09:45:30,587.0,Yinchuan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,482,1,Maurice,Crawley,maurice.crawley@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,0,489.0,1297 Alvorada Parkway,,Ningxia,11839.0,508348602835.0,2006-02-15 09:45:30,588.0,Yingkou,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,495,2,Charlie,Bess,charlie.bess@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,502.0,1515 Korla Way,,England,57197.0,959467760895.0,2006-02-15 09:45:30,590.0,Yuncheng,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,158.0,798 Cianjur Avenue,,Shanxi,76990.0,499408708580.0,2006-02-15 09:45:30,591.0,Yuzhou,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,322,1,Jason,Morrissey,jason.morrissey@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,329.0,867 Benin City Avenue,,Henan,78543.0,168884817145.0,2006-02-15 09:45:30,592.0,Zalantun,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,219,2,Willie,Howell,willie.howell@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,224.0,1842 Luzinia Boulevard,,Zanzibar West,94420.0,706878974831.0,2006-02-15 09:45:30,594.0,Zaoyang,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
23.0,570,2,Ivan,Cromwell,ivan.cromwell@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,579.0,521 San Juan Bautista Tuxtepec Place,,Qaraghandy,95093.0,844018348565.0,2006-02-15 09:45:30,599.0,Zhoushan,2006-02-15 09:45:25,24.0,Colombia,2006-02-15 09:44:00
24.0,560,1,Jordan,Archuleta,jordan.archuleta@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,569.0,1342 Abha Boulevard,,Bukarest,10714.0,997453607116.0,2006-02-15 09:45:30,96.0,Buenaventura,2006-02-15 09:45:25,25.0,"Congo, The Democratic Republic of the",2006-02-15 09:44:00
24.0,291,1,Toni,Holt,toni.holt@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,298.0,44 Najafabad Way,,Baskimaa,61391.0,96604821070.0,2006-02-15 09:45:30,147.0,Dos Quebradas,2006-02-15 09:45:25,25.0,"Congo, The Democratic Republic of the",2006-02-15 09:44:00
24.0,191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,196.0,9 San Miguel de Tucumn Manor,,Uttar Pradesh,90845.0,956188728558.0,2006-02-15 09:45:30,170.0,Florencia,2006-02-15 09:45:25,25.0,"Congo, The Democratic Republic of the",2006-02-15 09:44:00
24.0,273,2,Priscilla,Lowe,priscilla.lowe@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,280.0,1980 Kamjanets-Podilskyi Street,,Illinois,89502.0,874337098891.0,2006-02-15 09:45:30,405.0,Pereira,2006-02-15 09:45:25,25.0,"Congo, The Democratic Republic of the",2006-02-15 09:44:00
24.0,81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,86.0,927 Baha Blanca Parkway,,Krim,9495.0,821972242086.0,2006-02-15 09:45:30,480.0,Sincelejo,2006-02-15 09:45:25,25.0,"Congo, The Democratic Republic of the",2006-02-15 09:44:00
24.0,441,1,Mario,Cheatham,mario.cheatham@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,448.0,614 Denizli Parkway,,Rio Grande do Sul,29444.0,876491807547.0,2006-02-15 09:45:30,487.0,Sogamoso,2006-02-15 09:45:25,25.0,"Congo, The Democratic Republic of the",2006-02-15 09:44:00
25.0,499,2,Marc,Outlaw,marc.outlaw@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,506.0,414 Mandaluyong Street,,Lubelskie,16370.0,52709222667.0,2006-02-15 09:45:30,315.0,Lubumbashi,2006-02-15 09:45:25,26.0,Czech Republic,2006-02-15 09:44:00
25.0,479,1,Zachary,Hite,zachary.hite@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,486.0,64 Korla Street,,Mwanza,25145.0,510383179153.0,2006-02-15 09:45:30,348.0,Mwene-Ditu,2006-02-15 09:45:25,26.0,Czech Republic,2006-02-15 09:44:00
26.0,363,2,Roy,Whiting,roy.whiting@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,370.0,1565 Tangail Manor,,Okinawa,45750.0,634445428822.0,2006-02-15 09:45:30,378.0,Olomouc,2006-02-15 09:45:25,27.0,Dominican Republic,2006-02-15 09:44:00
27.0,88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,93.0,1926 El Alto Avenue,,Buenos Aires,75543.0,846225459260.0,2006-02-15 09:45:30,290.0,La Romana,2006-02-15 09:45:25,28.0,Ecuador,2006-02-15 09:44:00
27.0,1,1,Mary,Smith,mary.smith@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,6.0,1121 Loja Avenue,,California,17886.0,838635286649.0,2006-02-15 09:45:30,450.0,San Felipe de Puerto Plata,2006-02-15 09:45:25,28.0,Ecuador,2006-02-15 09:44:00
27.0,546,1,Kelly,Knott,kelly.knott@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,555.0,1764 Jalib al-Shuyukh Parkway,,Galicia,77642.0,84794532510.0,2006-02-15 09:45:30,460.0,Santiago de los Caballeros,2006-02-15 09:45:25,28.0,Ecuador,2006-02-15 09:44:00
28.0,159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,164.0,1623 Baha Blanca Manor,,Moskova,81511.0,149981248346.0,2006-02-15 09:45:30,311.0,Loja,2006-02-15 09:45:25,29.0,Egypt,2006-02-15 09:44:00
28.0,289,1,Violet,Rodriquez,violet.rodriquez@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,296.0,1936 Cuman Avenue,,Virginia,61195.0,976798660411.0,2006-02-15 09:45:30,434.0,Robamba,2006-02-15 09:45:25,29.0,Egypt,2006-02-15 09:44:00
29.0,466,1,Leo,Ebert,leo.ebert@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,473.0,1257 Guadalajara Street,,Karnataka,33599.0,195337700615.0,2006-02-15 09:45:30,79.0,Bilbays,2006-02-15 09:45:25,30.0,Estonia,2006-02-15 09:44:00
29.0,308,1,Thomas,Grigsby,thomas.grigsby@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,315.0,543 Bergamo Avenue,,Minas Gerais,59686.0,103602195112.0,2006-02-15 09:45:30,216.0,Idfu,2006-02-15 09:45:25,30.0,Estonia,2006-02-15 09:44:00
29.0,314,1,George,Linton,george.linton@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,321.0,651 Pathankot Loop,,Maharashtra,59811.0,139378397418.0,2006-02-15 09:45:30,337.0,Mit Ghamr,2006-02-15 09:45:25,30.0,Estonia,2006-02-15 09:44:00
29.0,156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,161.0,1386 Nakhon Sawan Boulevard,,Pyongyang-si,53502.0,368899174225.0,2006-02-15 09:45:30,421.0,Qalyub,2006-02-15 09:45:25,30.0,Estonia,2006-02-15 09:44:00
29.0,354,2,Justin,Ngo,justin.ngo@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,361.0,45 Aparecida de Goinia Place,,Madhya Pradesh,7431.0,650496654258.0,2006-02-15 09:45:30,465.0,Sawhaj,2006-02-15 09:45:25,30.0,Estonia,2006-02-15 09:44:00
29.0,67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,72.0,57 Arlington Manor,,Madhya Pradesh,48960.0,990214419142.0,2006-02-15 09:45:30,476.0,Shubra al-Khayma,2006-02-15 09:45:25,30.0,Estonia,2006-02-15 09:44:00
30.0,163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,168.0,842 Salzburg Lane,,Adana,3313.0,697151428760.0,2006-02-15 09:45:30,530.0,Tartu,2006-02-15 09:45:25,31.0,Ethiopia,2006-02-15 09:44:00
31.0,325,1,Timothy,Bunn,timothy.bunn@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,332.0,663 Baha Blanca Parkway,,Adana,33463.0,834418779292.0,2006-02-15 09:45:30,6.0,Addis Abeba,2006-02-15 09:45:25,32.0,Faroe Islands,2006-02-15 09:44:00
32.0,34,2,Rebecca,Scott,rebecca.scott@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,39.0,391 Callao Drive,,Midi-Pyrnes,34021.0,440512153169.0,2006-02-15 09:45:30,545.0,Trshavn,2006-02-15 09:45:25,33.0,Finland,2006-02-15 09:44:00
33.0,283,1,Felicia,Sutton,felicia.sutton@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,290.0,1336 Benin City Drive,,Shiga,46044.0,341242939532.0,2006-02-15 09:45:30,387.0,Oulu,2006-02-15 09:45:25,34.0,France,2006-02-15 09:44:00
34.0,307,2,Joseph,Joy,joseph.joy@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,314.0,1224 Huejutla de Reyes Boulevard,,Lombardia,70923.0,806016930576.0,2006-02-15 09:45:30,92.0,Brest,2006-02-15 09:45:25,35.0,French Guiana,2006-02-15 09:44:00
34.0,595,1,Terrence,Gunderson,terrence.gunderson@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,604.0,1331 Usak Boulevard,,Vaud,61960.0,145308717464.0,2006-02-15 09:45:30,297.0,Le Mans,2006-02-15 09:45:25,35.0,French Guiana,2006-02-15 09:44:00
34.0,138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,143.0,1029 Dzerzinsk Manor,,Ynlin,57519.0,33173584456.0,2006-02-15 09:45:30,543.0,Toulon,2006-02-15 09:45:25,35.0,French Guiana,2006-02-15 09:44:00
34.0,103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,108.0,1386 Yangor Avenue,,Provence-Alpes-Cte,80720.0,449216226468.0,2006-02-15 09:45:30,544.0,Toulouse,2006-02-15 09:45:25,35.0,French Guiana,2006-02-15 09:44:00
35.0,386,1,Todd,Tan,todd.tan@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,393.0,717 Changzhou Lane,,Southern Tagalog,21615.0,426255288071.0,2006-02-15 09:45:30,105.0,Cayenne,2006-02-15 09:45:25,36.0,French Polynesia,2006-02-15 09:44:00
36.0,311,2,Paul,Trout,paul.trout@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,318.0,1774 Yaound Place,,Hubei,91400.0,613124286867.0,2006-02-15 09:45:30,167.0,Faaa,2006-02-15 09:45:25,37.0,Gambia,2006-02-15 09:44:00
36.0,539,1,Mathew,Bolin,mathew.bolin@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,548.0,1658 Cuman Loop,,Sumatera Selatan,51309.0,784907335610.0,2006-02-15 09:45:30,397.0,Papeete,2006-02-15 09:45:25,37.0,Gambia,2006-02-15 09:44:00
37.0,90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,95.0,1370 Le Mans Avenue,,Brunei and Muara,52163.0,345679835036.0,2006-02-15 09:45:30,54.0,Banjul,2006-02-15 09:45:25,38.0,Germany,2006-02-15 09:44:00
38.0,119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,124.0,241 Mosul Lane,,Risaralda,76157.0,765345144779.0,2006-02-15 09:45:30,148.0,Duisburg,2006-02-15 09:45:25,39.0,Greece,2006-02-15 09:44:00
38.0,109,2,Edna,West,edna.west@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,114.0,804 Elista Drive,,Hubei,61069.0,379804592943.0,2006-02-15 09:45:30,160.0,Erlangen,2006-02-15 09:45:25,39.0,Greece,2006-02-15 09:44:00
38.0,257,2,Marsha,Douglas,marsha.douglas@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,264.0,1027 Banjul Place,,West Bengali,50390.0,538241037443.0,2006-02-15 09:45:30,198.0,Halle/Saale,2006-02-15 09:45:25,39.0,Greece,2006-02-15 09:44:00
38.0,222,2,Delores,Hansen,delores.hansen@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,227.0,1820 Maring Parkway,,Punjab,88307.0,99760893676.0,2006-02-15 09:45:30,325.0,Mannheim,2006-02-15 09:45:25,39.0,Greece,2006-02-15 09:44:00
38.0,183,2,Ida,Andrews,ida.andrews@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,188.0,741 Ambattur Manor,,Noord-Brabant,43310.0,302590383819.0,2006-02-15 09:45:30,439.0,Saarbrcken,2006-02-15 09:45:25,39.0,Greece,2006-02-15 09:44:00
38.0,118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,123.0,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,96065.0,787654415858.0,2006-02-15 09:45:30,477.0,Siegen,2006-02-15 09:45:25,39.0,Greece,2006-02-15 09:44:00
38.0,585,1,Perry,Swafford,perry.swafford@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,594.0,1464 Kursk Parkway,,Shandong,17381.0,338758048786.0,2006-02-15 09:45:30,575.0,Witten,2006-02-15 09:45:25,39.0,Greece,2006-02-15 09:44:00
39.0,225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,230.0,201 Effon-Alaiye Way,,Asuncin,64344.0,684192903087.0,2006-02-15 09:45:30,38.0,Athenai,2006-02-15 09:45:25,40.0,Greenland,2006-02-15 09:44:00
39.0,294,2,Shelly,Watts,shelly.watts@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,301.0,951 Stara Zagora Manor,,Punjab,98573.0,429925609431.0,2006-02-15 09:45:30,401.0,Patras,2006-02-15 09:45:25,40.0,Greenland,2006-02-15 09:44:00
40.0,342,1,Harold,Martino,harold.martino@sakilacustomer.org,t,2006-02-14,2013-05-26 14:49:45.738,1,349.0,1516 Escobar Drive,,Tongatapu,46069.0,64536069371.0,2006-02-15 09:45:30,371.0,Nuuk,2006-02-15 09:45:25,41.0,Holy See (Vatican City State),2006-02-15 09:44:00
